SÄMIKIELÂ UUCÂMSÄÄNI	SUOMI	SAAMEN_HAK	SUOMEN_HAK		SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L	
tuŠášiđ  tuššááš     	pitää jtak turhana  	tuŠášiđ	pitää 			jtak turhana	tuššááš			
tuŠástuđ  tuŠástuum tuŠástuVá     	turhautua  	tuŠástuđ	turhautua				tuŠástuum tuŠástuVá			
tuše       	ainoastaan  	tuše	ainoastaan							
tuše       	vain  	tuše	vain							
tušij       	turhaan  	tušij	turhaan							
tuškâ  tuuškâ     	kohu  	tuškâ	kohu				tuuškâ			
tuškâ  tuuškâ     	hälinä  	tuškâ	hälinä				tuuškâ			
tuškâ  tuuškâ     	sekamelska  	tuškâ	seka			melska	tuuškâ			
tuškáđ  tuškájeh     	roiskahtaa  	tuškáđ	roiskahtaa				tuškájeh			
tuškâliđ       	heittää pois  (nesteestä)	tuškâliđ	heittää 			pois			(nesteestä)	
tu'skástuđ  tu'skástuum tu'skástuVá     	tuskastua  	tu'skástuđ	tuskastua				tu'skástuum tu'skástuVá			
tuškođ  tu'škom     	roiskauttaa  	tuškođ	roiskauttaa				tu'škom			
tuššáá  # -s     	turhanpäiväinen  	tuššáá	turhan			päiväinen	# -s			
tuššâđ  tuušâm tuššá     	hävitä  	tuššâđ	hävitä				tuušâm tuššá			
tuššâđ  tuušâm tuššá     	menehtyä  (erit. onnettomuudessa tms.)	tuššâđ	menehtyä				tuušâm tuššá		(erit. onnettomuudessa tms.)	
tuššâdeijee       	tuhoisa  	tuššâdeijee	tuhoisa							
tuššâdiđ  tuššâd     	hävittää  	tuššâdiđ	hävittää				tuššâd			
tuššâdiđ  tuššâd     	tuhota  	tuššâdiđ	tuhota				tuššâd			
tušše  tuše # tušes     	perusteeton  (joutava)	tušše	perusteeton				tuše # tušes		(joutava)	
tušše  tuše # tušes     	joutava  	tušše	joutava				tuše # tušes			
tušše  tuše # tušes     	turha  	tušše	turha				tuše # tušes			
tuššekeevvâm       	tyhjäkäynti  	tušše	tyhjä		keevvâm	käynti				
tuššekeevvâm       	joutokäynti  	tušše	jouto		keevvâm	käynti				
tussi  tuusi     	tussi  	tussi	tussi				tuusi			
tussiđ  tussiim tussee     	muokata  	tussiđ	muokata				tussiim tussee			
tussiđ  tussiim tussee     	pyöritellä  	tussiđ	pyöritellä				tussiim tussee			
tussiđ  tussiim tussee     	vaivata  (esim. taikinaa)	tussiđ	vaivata				tussiim tussee		(esim. taikinaa)	
tussiđ  tussiim tussee     	alustaa  (esim. taikinaa)	tussiđ	alustaa				tussiim tussee		(esim. taikinaa)	
tussim       	alustus  (taikinan)	tussim	alustus						(taikinan)	
tutâdiđ  tuuttâd     	tyydyttää  	tutâdiđ	tyydyttää				tuuttâd			
tutâmettum  # -es     	tyytymätön  	tutâmettum	tyytymätön				# -es			
tutâvâš  tutâváá     	tyytyväinen  	tutâvâš	tyytyväinen				tutâváá			
tutka  tu'tka     	tutka  	tutka	tutka				tu'tka			
tutkâđ  tuuđhâm totká     	tutkia  	tutkâđ	tutkia				tuuđhâm totká			
tutkâm       	tutkiminen  	tutkâm	tutkiminen							
tutkâma'mnâstâh  -a'mnâstuv     	tutkimusaineisto  	tutkâm	tutkimus		a'mnâstâh	aineisto	-a'mnâstuv			
tutkâma'mnâstâh  -a'mnâstuv     	tutkimusmateriaali  	tutkâm	tutkimus		a'mnâstâh	materiaali	-a'mnâstuv			
tutkâmišedeijee       	tutkimusavustaja  	tutkâm	tutkimus		išedeijee	avustaja				
tutkâmmateriaal       	tutkimusmateriaali  	tutkâm	tutkimus		materiaal	materiaali				
tutkâmmateriaal       	tutkimusaineisto  	tutkâm	tutkimus		materiaal	aineisto				
tutkâmpiergâs  -pier'gâs     	tutkimusväline  	tutkâm	tutkimus		piergâs	väline	-pier'gâs			
tutkâmuš       	tutkimus  	tutkâmuš	tutkimus							
tutkâmvuávám       	tutkimussuunnitelma  	tutkâm	tutkimus		vuávám	suunnitelma				
tutkiđ  tutkiim totkee     	hukata  	tutkiđ	hukata				tutkiim totkee			
tuubâ       	tuuba  	tuubâ	tuuba							
tuubdâin  tubdâin     	anturi  	tuubdâin	anturi				tubdâin			
tuubdâs  tubdâs     	tunnettu  	tuubdâs	tunnettu				tubdâs			
tuubi       	tuubi  	tuubi	tuubi							
tuulâpaaštâ  -paštuu     	tulen lämpö  	tuulâ	tulen 		paaštâ	lämpö	-paštuu			
tuulâš  tuulii     	tähdenlento  	tuulâš	tähden			lento	tuulii			
tuulâš  tuulii     	meteori  (tähdenlento)	tuulâš	meteori				tuulii		(tähdenlento)	
tuulâš  tuulii     	lieska  	tuulâš	lieska				tuulii			
tuumá  tumá     	tuuma  (mittayksikkö)	tuumá	tuuma				tumá		(mittayksikkö)	
tuumáđ  tuumáám     	tuumata  	tuumáđ	tuumata				tuumáám			
tuumásâš  tuumásii     	tuuman pituinen  	tuumásâš	tuuman 			pituinen	tuumásii			
-tuumásâš  -tuumásii     	-tuumainen  	-tuumásâš	-tuumainen				-tuumásii			
tuume  tume     	tuuma  (mittayksikkö)	tuume	tuuma				tume		(mittayksikkö)	
tuuŋŋâđ  toŊá     	turvota  (puisesta esineestä, esim. veneestä, saavista)	tuuŋŋâđ	turvota				toŊá		(puisesta esineestä, esim. veneestä, saavista)	
tuuŋŋâđ  toŊá     	umpeutua  (aukoista puisessa esineessä, esim. veneessä)	tuuŋŋâđ	umpeutua				toŊá		(aukoista puisessa esineessä, esim. veneessä)	
tuuppâđ  topá     	tarttua  (jhk nuoskalumesta)	tuuppâđ	tarttua				topá		(jhk nuoskalumesta)	
tuurkituvvá  -tuVá     	turkinkyyhky  Streptopelia decaocto	tuurki	turkin		tuvvá	kyyhky	-tuVá		Streptopelia decaocto	
tuurrân       	hurina  	tuurrân	hurina							
tuuršalm  turšalm     	sää, jolloin rannat jäätyvät  	tuuršalm	sää, 			jolloin rannat jäätyvät	turšalm			
tuuttâđ  tuuđâm totá     	tyytyä  (jhk)	tuuttâđ	tyytyä				tuuđâm totá		(jhk)	
tuuvááš  tuuváá     	mökki  	tuuvááš	mökki				tuuváá			
tuuváášruátu  -ruáđu ~ -ruá'đo     	hökkeli  	tuuvááš	hökkeli		ruátu		-ruáđu ~ -ruá'đo			
tuuvdâ  tuvduu     	tuki  	tuuvdâ	tuki				tuvduu			
tuuvdâ- já lihâdemvádulâš  -vádulii     	tuki- ja liikuntavammainen  	tuuvdâ- 	tuki- 		já lihâdemvádulâš	ja liikuntavammainen	-vádulii			
tuuvdâriggee       	tukiranka  	tuuvdâ	tuki		riggee	ranka				
tuvdeđ  tu'vdám     	tukea  	tuvdeđ	tukea				tu'vdám			
tuVeluđ  tuVeluum tuVeluVá     	täyttyä lannasta  (lammaspuurasta)	tuVeluđ	täyttyä 			lannasta	tuVeluum tuVeluVá		(lammaspuurasta)	
tu'vhestiđ  tuuvhest     	särkeä  (paleltunutta raajaa)	tu'vhestiđ	särkeä				tuuvhest		(paleltunutta raajaa)	
tuvkkâliđ  tuvkkâl     	sujauttaa  	tuvkkâliđ	sujauttaa				tuvkkâl			
tuvne  tu'vne     	kaatopaikka  	tuvne	kaato			paikka	tu'vne			
tuvne  tu'vne     	tunkio  	tuvne	tunkio				tu'vne			
tuvvá  tuVá     	kyyhky  	tuvvá	kyyhky				tuVá			
tuvvá  tuVá     	kesykyyhky  Columba livia domestica	tuvvá	kesy			kyyhky	tuVá		Columba livia domestica	
tuvvááš  tuvváá     	kyyhkynen  	tuvvááš	kyyhkynen				tuvváá			
tuvvááš  tuvváá     	kesykyyhky  Columba livia domestica	tuvvááš	kesy			kyyhky	tuvváá		Columba livia domestica	
tuvvásmiäruh  -smiä'Ruheh     	kyyhkyhapero  Russula cyanoxantha	tuvvá	kyyhky		smiäruh	hapero	-smiä'Ruheh		Russula cyanoxantha	
tyeb'biláá       	tuonnemmas  	tyeb'biláá	tuonnemmas							
tyeb'biláhháá       	vähän tuonnemmas  	tyeb'biláhháá	vähän 			tuonnemmas				
tyebbin       	tuolla  (kauempana)	tyebbin	tuolla						(kauempana)	
tyeg'gáár       	tuollainen  (viitataan etäämmällä olevaan)	tyeg'gáár	tuollainen						(viitataan etäämmällä olevaan)	
tyeg'gi  tyegi     	takku  	tyeg'gi	takku				tyegi			
tye'hiluuhâst       	takalukossa  	tye'hi	taka		luuhâst	lukossa				
tyeHin       	takana  	tyeHin	takana							
tye'hišiljo  -ši'ljo     	takapiha  	tye'hi	taka		šiljo	piha	-ši'ljo			
tye'jettem  # tye'jettes     	toimeton  	tye'jettem	toimeton				# tye'jettes			
tye'jettem  # tye'jettes     	työtön  	tye'jettem	työtön				# tye'jettes			
tyeJi  tye'je     	käsityö  	tyeJi	käsi			työ	tye'je			
tyeJi  tye'je     	teos  (taideteos, käsityö, kirjallinen)	tyeJi	teos				tye'je		(taideteos, käsityö, kirjallinen)	
tyeJi  tye'je     	teko  	tyeJi	teko				tye'je			
tyeJi  tye'je     	työ  	tyeJi	työ				tye'je			
tye'Jičeppi  -čeepi     	käsityöläinen  	tye'Ji	käsi		čeppi	työläinen	-čeepi			
tye'Jikeččee       	päällysmies  (työmaalla)	tye'Ji	päällys		keččee	mies			(työmaalla)	
tye'Jilavkkâ  -laavhâ     	käsityölaukku  	tye'Ji	käsi		lavkkâ	työlaukku	-laavhâ			
tye'Jiniävvu  -niäVu     	työkalu  	tye'Ji	työ		niävvu	kalu	-niäVu			
tye'Jiolmooš  -ulmuu     	käsityöläinen  	tye'Ji	käsi		olmooš	työläinen	-ulmuu			
tye'Jipiergâs  - pier'gâs     	työkalu  	tye'Ji	työ		piergâs	kalu	- pier'gâs			
tye'Jipie'rgâskassâ  -kaaSâ     	työkalulaatikko  	tye'Ji	työ		pie'rgâskassâ	kalulaatikko	-kaaSâ			
tye'Jipihtâseh       	työvaatteet  	tye'Ji	työ		pihtâseh	vaatteet				
tye'Jiviste  -vi'ste     	verstas  	tye'Ji	verstas		viste		-vi'ste			
tyel'deekäldee       	kuumalähde  	tyel'dee	kuuma		käldee	lähde				
tyel'ji  tyelji     	talja  	tyel'ji	talja				tyelji			
tyel'littälli       	silloin tällöin  	tyel'lit	silloin 		tälli	tällöin				
tyel'ttiđ  tuáltám tuál'ttá     	kiehauttaa  	tyel'ttiđ	kiehauttaa				tuáltám tuál'ttá			
tyel'ttiđ  tuáltám tuál'ttá     	antaa kiehua pidempään  	tyel'ttiđ	antaa 			kiehua pidempään	tuáltám tuál'ttá			
tyem'mejuđ  tyem'mejuum tyem'mejuvvoo     	tulla tuomituksi  	tyem'mejuđ	tulla 			tuomituksi	tyem'mejuum tyem'mejuvvoo			
tyem'mit       	tuon verran  	tyem'mit	tuon 			verran				
tyep'piđ  tuáp'pá     	pöllytä  	tyep'piđ	pöllytä				tuáp'pá			
tyep'piđ  tuáp'pá     	tupruta  (savusta)	tyep'piđ	tupruta				tuáp'pá		(savusta)	
tyes'til  # -is     	rohkea  	tyes'til	rohkea				# -is			
tyes'til  # -is     	uskalias  	tyes'til	uskalias				# -is			
tyev'li  tyevli     	moksa  	tyev'li	moksa				tyevli			
tyev'li  tyevli     	pakurikääpä  Inonotus obliquus	tyev'li	pakurikääpä				tyevli		Inonotus obliquus	
tyev'li  tyevli     	taula  	tyev'li	taula				tyevli			
typpi  tyypi     	typpi  	typpi	typpi				tyypi			
typpisuvrâ  -suuvrâ     	typpihappo  	typpi	typpi		suvrâ	happo	-suuvrâ			
tyyraan       	tyranni  	tyyraan	tyranni							
täbbiláá       	tännemmäs  	täbbiláá	tännemmäs							
täbbiláhháá       	vähän tännemmäs  	täbbiláhháá	vähän 			tännemmäs				
täbđi  tääbđi     	perna  	täbđi	perna				tääbđi			
täbđirotto  -roto     	pernarutto  	täbđi	perna		rotto	rutto	-roto			
täbibâš  täbibáá     	tännempi  	täbibâš	tännempi				täbibáá			
täbidiđ  tääbbid     	ottaa lähemmäksi  	täbidiđ	ottaa 			lähemmäksi	tääbbid			
täbimuš  täbimuu     	tännimmäinen  	täbimuš	tännimmäinen				täbimuu			
tähideijee       	takaaja  	tähideijee	takaaja							
tähidiđ  tääHid     	taata  	tähidiđ	taata				tääHid			
tähti  täävti     	luu  	tähti	luu				täävti			
tähti  täävti     	ruoto  	tähti	ruoto				täävti			
tähtikargâdâs       	hyvin laiha  (ihmisestä)	tähti	hyvin 		kargâdâs	laiha			(ihmisestä)	
tähtikargâdâs       	luuviulu  	tähti	luu		kargâdâs	viulu				
tähtikarttim       	luustokartoitus  	tähti	luusto		karttim	kartoitus				
tähtilappum       	luukato  	tähti	luu		lappum	kato				
tähtilappum       	osteoporoosi  	tähti	osteoporoosi		lappum					
tähtimorrum       	luunmurtuma  	tähti	luun		morrum	murtuma				
tähtimyer'ji  -myerji     	kirsikka  	tähti	kirsikka		myer'ji		-myerji			
tähtiriggee       	luuranko  	tähti	luuranko		riggee					
tähtiruŋgo  -ru'ŋgo     	luuranko  	tähti	luuranko		ruŋgo		-ru'ŋgo			
täiđiđ  tááiđám     	osata kulkea jhk  (eksymättä)	täiđiđ	osata 			kulkea jhk	tááiđám		(eksymättä)	
täiđiđ  tááiđám     	taitaa  (mahdollisuudesta)	täiđiđ	taitaa				tááiđám		(mahdollisuudesta)	
täiđiđ  tááiđám     	taitaa  (olla ilmeistä)	täiđiđ	taitaa				tááiđám		(olla ilmeistä)	
tä'iđittem  # -es ~ tä'iđittes     	suuntavaistoton  (joka eksyy helposti)	tä'iđittem	suunta			vaistoton	# -es ~ tä'iđittes		(joka eksyy helposti)	
täigi  tääigi     	taikina  	täigi	taikina				tääigi			
täigimyer'ji  -myerji     	taikinamarja  Ribes albinum	täigi	taikina		myer'ji	marja	-myerji		Ribes albinum	
täkki  täähi     	takka  	täkki	takka				täähi			
täkkiáálááš  -ááláá     	arinakivi  	täkki	arina		áálááš	kivi	-ááláá			
täkkipottâ  -poođâ     	takanperä  	täkki	takan		pottâ	perä	-poođâ			
tälvi  täälvi     	talvi  	tälvi	talvi				täälvi			
tälviaassâmsaJe  -saje     	talvehtimisseutu  	tälvi	talvehtimis		aassâmsaJe	seutu	-saje			
tälvidiđ       	talvehtia  	tälvidiđ	talvehtia							
tälvieennâm       	talvialue  (porosaamelaisilla)	tälvi	talvi		eennâm	alue			(porosaamelaisilla)	
tälvi-ijjâ  -iijâ     	talviyö  (vuoden kesäpuoliskon loppu 14.10.)	tälvi	talvi		-ijjâ	yö	-iijâ		(vuoden kesäpuoliskon loppu 14.10.)	
tälvikammuuh       	talvikengät  	tälvi	talvi		kammuuh	kengät				
tälvikuáttum       	talvilaidun  	tälvi	talvi		kuáttum	laidun				
tälvimaađij       	talvitie  	tälvi	talvi		maađij	tie				
tälvinaVer  -nahhaar     	talviuni  	tälvi	talvi		naVer	uni	-nahhaar			
tälvioijâgâs       	talvihorros  	tälvi	talvi		oijâgâs	horros				
tälvipeeivijo'rgáldâh  -jo'rgálduv     	talvipäivänseisaus  	tälvi	talvi		peeivijo'rgáldâh	päivänseisaus	-jo'rgálduv			
tälvipiervâl  -pier'vâl     	talvipesä  	tälvi	talvi		piervâl	pesä	-pier'vâl			
tälvipiäJu  -piäju     	talvipesä  	tälvi	talvi		piäJu	pesä	-piäju			
tälvipuuvsah       	toppahousut  	tälvi	toppa		puuvsah	housut				
tälvipäikki  -pääihi     	talvipaikka  	tälvi	talvi		päikki	paikka	-pääihi			
tälviriegis  -riäg'gá     	talvirengas  	tälvi	talvi		riegis	rengas	-riäg'gá			
tälviruot'tâsâš  -ruot'tâsii     	talvijuurekas  Flammulina velutipes	tälvi	talvi		ruot'tâsâš	juurekas	-ruot'tâsii		Flammulina velutipes	
tälviruot'tâsiih       	talvijuurekkaat  Flammulina	tälvi	talvi		ruot'tâsiih	juurekkaat			Flammulina	
tälvisoovsâ  -soksâm     	talviturkki  	tälvi	talvi		soovsâ	turkki	-soksâm			
tälvitakki  -taaki     	toppatakki  	tälvi	toppa		takki	takki	-taaki			
tälviv       	talvella  	tälviv	talvella							
tälvivuog'gâ  -vuogâ     	pilkki  	tälvi	pilkki		vuog'gâ		-vuogâ			
tälviäigi  -ääigi     	talviaika  (kesäajan vastakohta)	tälvi	talvi		äigi	aika	-ääigi		(kesäajan vastakohta)	
tämmee       	kesyttäjä  	tämmee	kesyttäjä							
tämmit       	tämän verran  	tämmit	tämän 			verran				
tämmittáá       	tämän verran  	täm	tämän 		mittáá	verran				
täŊidiđ  tääŋŋid     	tannertaa lunta  	täŊidiđ	tannertaa 			lunta	tääŋŋid			
täpidiđ  tääppid     	olla tapana  	täpidiđ	olla 			tapana	tääppid			
täpitorme  -to'rme     	tapaturma  	täpi	tapa		torme	turma	-to'rme			
tä'rhisteijee       	tarkastaja  	tä'rhisteijee	tarkastaja							
tä'rhistiđ  täärhist     	tarkastaa  	tä'rhistiđ	tarkastaa				täärhist			
tärhišuđ  tärhišuum tärhišuVá     	tarkentua  	tärhišuđ	tarkentua				tärhišuum tärhišuVá			
tärkkelys       	tärkkelys  	tärkkelys	tärkkelys							
tärkki  täärhi # tä'rhis ~ tärkki     	tarkka  	tärkki	tarkka				täärhi # tä'rhis ~ tärkki			
tärkkilistem       	tarkennus  	tärkkilistem	tarkennus							
tärkkilistiđ  tärkkilistám     	tarkentaa  	tärkkilistiđ	tarkentaa				tärkkilistám			
tärkkilistiđ  tärkkilistám     	täsmentää  	tärkkilistiđ	täsmentää				tärkkilistám			
tärkkivuotâ  tärkkivuođâ     	tarkkuus  	tärkkivuotâ	tarkkuus				tärkkivuođâ			
tärkkivuotâ  tärkkivuođâ     	täsmällisyys  	tärkkivuotâ	täsmällisyys				tärkkivuođâ			
täSiárvu  -áárvu     	tasa-arvo  	täSi	tasa-		árvu	arvo	-áárvu			
täSiárvusâš  -árvusii     	tasa-arvoinen  	täSi	tasa-		árvusâš	arvoinen	-árvusii			
täSidiđ  täässid     	myötäillä toisten puhetta  (olla samaa mieltä)	täSidiđ	myötäillä 			toisten puhetta	täässid		(olla samaa mieltä)	
täSierttisâš  -erttisii     	tasakylkinen  	täSi	tasa		erttisâš	kylkinen	-erttisii			
täSijuo'lgij       	tasajalkaa  	täSi	tasa		juo'lgij	jalkaa				
täsiliegâs  -lieg'gâs # -lieg'gâ     	tasalämpöinen  	täsi	tasa		liegâs	lämpöinen	-lieg'gâs # -lieg'gâ			
täSiluoh'čâm       	tasataltta  	täSi	tasa		luoh'čâm	taltta				
täSirá'htulâš  -rá'htulii     	tasarakenteinen  	täSi	tasa		rá'htulâš	rakenteinen	-rá'htulii			
täSisiijđog       	tasasivuinen  	täSi	tasa		siijđog	sivuinen				
täSisijđosâš  -sijđosii     	tasasivuinen  	täSi	tasa		sijđosâš	sivuinen	-sijđosii			
täSitiäd'du  -tiädu     	tasapaino  	täSi	tasa		tiäd'du	paino	-tiädu			
täSitiä'dulâš  -tiä'dulii     	tasapainoinen  	täSi	tasa		tiä'dulâš	painoinen	-tiä'dulii			
täSitiä'duttiđ  -tiäddut     	tasapainottaa  	täSi	tasa		tiä'duttiđ	painottaa	-tiäddut			
täSivirde  -vi'rde     	tasavirta  	täSi	tasa		virde	virta	-vi'rde			
täSiväldi  -vääldi     	tasavalta  	täSi	tasa		väldi	valta	-vääldi			
täsni  tääsni     	laukki  	täsni	laukki				tääsni			
täsni  tääsni     	tähti  	täsni	tähti				tääsni			
täsnialme  -a'lme     	tähtitaivas  	täsni	tähti		alme	taivas	-a'lme			
täsnikállu  -kááLu     	laukkiotsa  	täsni	laukki		kállu	otsa	-kááLu			
täsnikovos  -kovvoos     	tähtikuvio  	täsni	tähti		kovos	kuvio	-kovvoos			
täsnikukáh       	vuokot  Anemone	täsni	vuokot		kukáh				Anemone	
täsniluhtee       	tähtisara  Carex echinata	täsni	tähti		luhtee	sara			Carex echinata	
täsninartte  -na'rte     	tähtirikko  Saxifraga stellaris	täsni	tähti		nartte	rikko	-na'rte		Saxifraga stellaris	
täsnirääsih       	lemmikkikasvit  Boraginaceae	täsni	lemmikki		rääsih	kasvit			Boraginaceae	
täsnitieđâ  -tiet'tuu     	tähtitiede  	täsni	tähti		tieđâ	tiede	-tiet'tuu			
täsnitiet'tee       	tähtitieteilijä  	täsni	tähti		tiet'tee	tieteilijä				
täsnitälvihâs       	tähtitalvikki  Monestes uniflora	täsni	tähti		tälvihâs	talvikki			Monestes uniflora	
täst oovdâs       	toistaiseksi  	täst 	toistaiseksi		oovdâs					
täst oovdâs       	tästä eteenpäin  	täst 	tästä 		oovdâs	eteenpäin				
tästpalij       	tästä lähtien  	täst	tästä 		palij	lähtien				
tästpalij       	tästä puolin  	täst	tästä 		palij	puolin				
tävgi  täävgi     	jousi  	tävgi	jousi				täävgi			
tävgi  täävgi     	kaari  	tävgi	kaari				täävgi			
tävgičuojân       	jousisoitin  	tävgi	jousi		čuojân	soitin				
tävgičuo'jânâs       	jousisoitin  	tävgi	jousi		čuo'jânâs	soitin				
tävgihaŋkmo       	jousiäes  	tävgi	jousi		haŋkmo	äes				
tävgipääččim       	jousiammunta  	tävgi	jousi		pääččim	ammunta				
tävgiruáđuh       	kaarisulut  	tävgi	kaari		ruáđuh	sulut				
tävgistääLi  -stääli     	jousiteräs  	tävgi	jousi		stääLi	teräs	-stääli			
tävirij luuhâm       	inventaario  	tävirij 	inventaario		luuhâm					
tävisteijee       	kaiutin  	tävisteijee	kaiutin							
tävistiđ  täävist     	kaikua  	tävistiđ	kaikua				täävist			
tävistiđ  täävist     	toistaa  	tävistiđ	toistaa				täävist			
tävistiđ  täävist     	ammua  (kutsuhuutoon vastaten)	tävistiđ	ammua				täävist		(kutsuhuutoon vastaten)	
tävistiđ  täävist     	määkiä  (kutsuhuutoon vastaten)	tävistiđ	määkiä				täävist		(kutsuhuutoon vastaten)	
tävittem  # -es ~ tävittes     	huonotapainen  	tävittem	huono			tapainen	# -es ~ tävittes			
tävittem  # -es ~ tävittes     	tavaton  	tävittem	tavaton				# -es ~ tävittes			
tävjit-távjá       	yhtenään  	tävjit-	yhtenään		távjá					
tävjit-távjá       	tuhkatiheään  	tävjit-	tuhka		távjá	tiheään				
tävjit-távjá       	usein  (erittäin)	tävjit-	usein		távjá				(erittäin)	
täžilig       	lisko  	täžilig	lisko							
täžilig       	sisilisko  Lacerta vivipara	täžilig	sisilisko						Lacerta vivipara	
täžilig       	sisilisko  	täžilig	sisi			lisko				
täžilig       	sisilisko  Lacerta vivipara	täžilig	sisilisko						Lacerta vivipara	
tääbbin       	täällä  	tääbbin	täällä							
tääjig       	hassu  	tääjig	hassu							
tääjig       	hassuttelija  	tääjig	hassuttelija							
tääjig       	villikko  	tääjig	villikko							
tääjig       	hulivili  	tääjig	hulivili							
tääl       	nyt  	tääl	nyt							
tääl-uv       	nytkin  	tääl-uv	nytkin							
tääpi  täävi     	tapa  	tääpi	tapa				täävi			
tääSi  -tääsi     	taso  	tääSi	taso				-tääsi			
tääSimolsom       	astevaihtelu  	tääSi	aste		molsom	vaihtelu				
tääsniluččim       	tähdenlento  	tääsni	tähden		luččim	lento				
tääsniluččim       	meteori  (tähdenlento)	tääsni	meteori		luččim				(tähdenlento)	
täässiv  # täSivis     	tasainen  	täässiv	tasainen				# täSivis			
täässivvuotâ  täässivvuođâ     	tasaisuus  	täässivvuotâ	tasaisuus				täässivvuođâ			
täävih       	tavat  	täävih	tavat							
täävih       	käytöstavat  	täävih	käytös			tavat				
täävis  táppá     	kaiku  	täävis	kaiku				táppá			
täävjib       	useammin  	täävjib	useammin							
täävvir       	tavara  	täävvir	tavara							
täävvirkonttâ  -koontâ     	tavarakontti  	täävvir	tavara		konttâ	kontti	-koontâ			
täävvirsaJe  -saje     	tavaratila  	täävvir	tavara		saJe	tila	-saje			
uáb'bi  uábi     	sisar  	uáb'bi	sisar				uábi			
uáb'bi  uábi     	sisko  	uáb'bi	sisko				uábi			
uáb'bipeeLi  -pele     	sisarpuoli  	uáb'bi	sisar		peeLi	puoli	-pele			
uác'cáá  # -s     	levollinen  	uác'cáá	levollinen				# -s			
uác'cáá  # -s     	rauhallinen  	uác'cáá	rauhallinen				# -s			
uáci  uási     	rauhoittaja  	uáci	rauhoittaja				uási			
uá'ĐáduVâh       	makaukset  	uá'ĐáduVâh	makaukset							
